SNO.,FLOW_DATE,PRESENT_STORAGE_TMC,RES_LEVEL_FT,INFLOW_CUSECS,OUTFLOW_CUECS
1844,4/12/2017,8.73,74.95,291,863
1845,4/13/2017,8.67,74.8,295,855
1846,4/14/2017,8.62,74.65,293,853
1847,4/15/2017,8.56,74.48,259,904
1848,4/16/2017,8.5,74.32,299,901
1849,4/17/2017,8.44,74.17,338,898
1850,4/18/2017,8.39,74.03,379,896
1851,4/19/2017,8.34,73.9,435,893
1852,4/20/2017,8.3,73.77,436,891
1853,4/21/2017,8.25,73.63,393,889
1854,4/22/2017,8.2,73.49,390,886
1855,4/23/2017,8.15,73.35,387,883
1856,4/24/2017,8.1,73.21,385,881
1857,4/25/2017,8.05,73.07,382,878
1858,4/26/2017,8,72.93,384,871
1859,4/27/2017,7.95,72.78,344,863
1860,4/28/2017,7.9,72.64,382,861
1861,4/29/2017,7.85,72.5,379,858
1862,4/30/2017,7.8,72.36,377,856
1863,5/1/2017,7.75,72.22,382,853
1864,5/2/2017,7.7,72.07,364,875
1865,5/3/2017,7.65,71.92,370,872
1866,5/4/2017,7.6,71.76,336,869
1867,5/5/2017,7.54,71.6,333,866
1868,5/6/2017,7.49,71.45,369,863
1869,5/7/2017,7.44,71.3,366,860
1870,5/8/2017,7.38,71.12,379,989
1871,5/9/2017,7.33,70.96,349,877
1872,5/10/2017,7.28,70.8,360,874
1873,5/11/2017,7.22,70.61,244,870
1874,5/12/2017,7.16,70.42,240,866
1875,5/13/2017,7.1,70.23,236,862
1876,5/14/2017,7.03,70.03,195,858
1877,5/15/2017,6.97,69.82,190,869
1878,5/16/2017,6.9,69.61,191,866
1879,5/17/2017,6.84,69.4,183,862
1880,5/18/2017,6.77,69.2,214,857
1881,5/19/2017,6.71,69,231,874
1882,5/20/2017,6.67,68.85,223,670
1883,5/21/2017,6.63,68.72,243,620
1884,5/22/2017,6.59,68.6,229,572
1885,5/23/2017,6.56,68.5,251,525
1886,5/24/2017,6.54,68.43,308,478
1887,5/25/2017,6.52,68.35,274,478
1888,5/26/2017,6.49,68.27,273,477
1889,5/27/2017,6.47,68.2,306,476
1890,6/1/2017,6.5,68.28,528,352
1891,6/2/2017,6.51,68.31,515,352
1892,6/3/2017,6.47,68.19,517,874
1893,5/29/2017,6.47,68.18,528,352
1894,5/30/2017,6.48,68.22,563,352
1895,5/31/2017,6.49,68.25,528,352
1896,5/28/2017,6.46,68.15,374,475
1897,6/4/2017,6.43,68.06,479,870
1898,6/5/2017,6.4,67.95,551,868
1899,6/6/2017,6.36,67.83,521,865
1900,6/7/2017,6.35,67.78,472,583
1901,6/8/2017,6.34,67.73,471,582
1902,6/9/2017,6.32,67.67,438,582
1903,6/10/2017,6.3,67.62,470,581
1904,6/11/2017,6.29,67.56,436,580
1905,6/12/2017,6.27,67.51,468,579
1906,6/13/2017,6.26,67.46,467,578
1907,6/14/2017,6.26,67.45,601,578
1908,6/15/2017,6.3,67.6,1135,579
1909,6/16/2017,6.35,67.78,1515,859
1910,6/17/2017,6.37,67.86,1397,1074
1911,6/18/2017,6.38,67.9,1262,1076
1912,6/19/2017,6.4,67.95,1297,1078
1913,6/20/2017,6.41,68,1299,1080
1914,6/21/2017,6.43,68.04,1275,1081
1915,6/22/2017,6.43,68.06,1207,1082
1916,6/23/2017,6.43,68.06,1207,1082
1917,6/24/2017,6.41,68,998,1081
1918,6/25/2017,6.4,67.96,999,1080
1919,6/26/2017,6.39,67.92,997,1078
1920,6/27/2017,6.38,67.88,996,1077
1921,6/28/2017,6.52,68.35,2746,1081
1922,6/29/2017,6.95,69.75,6112,1113
1923,6/30/2017,7.41,71.2,7818,2365
1924,7/1/2017,7.82,72.4,7456,2712
1925,7/2/2017,8,73.4,6567,2676
1926,7/3/2017,8,74.2,5468,2088
1927,7/4/2017,9,74.9,5383,2125
1928,7/5/2017,9,75.7,5689,2117
1929,7/6/2017,9,76.5,5822,2160
1930,7/7/2017,10,77.2,5102,2056
1931,7/8/2017,10,77.7,4497,2080
1932,7/9/2017,9.95,78.05,4051,2098
1933,7/10/2017,10.12,78.45,4122,2114
1934,7/11/2017,10.22,78.7,3405,2126
1935,7/12/2017,10.27,78.8,2683,2133
1936,7/13/2017,10.2,78.65,1465,2132
1937,7/14/2017,10.12,78.45,1215,2125
1938,7/15/2017,10.08,78.35,1695,2118
1939,7/16/2017,10.04,78.25,1691,2115
1940,7/17/2017,10,78.17,1786,2112
1941,7/18/2017,9.97,78.1,1562,1840
1942,7/19/2017,10.01,78.2,2121,1571
1943,7/20/2017,10.16,78.55,3336,1576
1944,7/21/2017,11.32,81.2,15073,1546
1945,7/22/2017,13.02,84.7,22052,2414
1946,7/23/2017,14.28,87.1,17761,3043
1947,7/24/2017,14.89,88.2,11106,3946
1948,7/25/2017,15.18,88.7,7386,4010
1949,7/26/2017,15.41,89.1,6774,4037
1950,7/27/2017,15.58,89.4,6177,4058
1951,7/28/2017,15.7,89.6,5511,4072
1952,7/29/2017,15.76,89.7,4841,4081
1953,7/30/2017,15.82,89.8,4759,3999
1954,7/31/2017,15.91,89.95,5105,4005
1955,8/1/2017,15.97,90.05,4798,4027
1956,8/2/2017,16.03,90.15,4775,3985
1957,8/3/2017,16.08,90.23,4641,3991
1958,8/4/2017,16.12,90.3,4574,3994
1959,8/5/2017,16.17,90.38,4649,3999
1960,8/6/2017,16.42,90.8,7037,4008
1961,8/7/2017,17.16,92,13509,4813
1962,8/8/2017,17.52,92.55,10239,6066
1963,8/9/2017,17.71,92.85,8419,6100
1964,8/10/2017,17.9,93.15,8890,6538
1965,8/11/2017,17.8,93,8641,9686
1966,8/12/2017,17.68,92.8,7989,9375
1967,8/19/2017,16.3,90.6,1149,5608
1968,8/13/2017,17.48,92.5,7829,9957
1969,8/14/2017,17.23,92.1,7309,10178
1970,8/15/2017,17.64,92.75,7697,10146
1971,8/16/2017,17.01,91.75,7696,7100
1972,8/17/2017,16.98,91.7,6002,6630
1973,8/18/2017,16.7,91.25,3718,6620
1974,8/20/2017,16,90.1,1478,8004
1975,8/21/2017,15.88,89.9,4101,5398
1976,8/22/2017,16.15,90.35,10845,7634
1977,8/23/2017,16.54,91,13024,8392
1978,8/24/2017,16.95,91.65,13052,8282
1979,8/25/2017,17.16,92,11433,8825
1980,8/26/2017,17.24,92.12,10334,9357
1981,8/27/2017,17.36,92.3,10786,9364
1982,8/28/2017,17.58,92.65,12064,9382
1983,8/29/2017,18.23,93.65,16540,8903
1984,8/30/2017,19.7,95.8,27680,10649
1985,8/31/2017,21.21,97.9,27676,10062
1986,9/1/2017,21.96,98.9,19894,11101
1987,9/2/2017,22.19,99.2,12365,9589
1988,9/3/2017,22.54,99.65,8090,8090
1989,9/4/2017,22.89,100.1,8063,8063
1990,9/5/2017,23.09,100.35,5997,5997
1991,9/6/2017,23.93,101.4,6022,6022
1992,9/7/2017,24.5,102.1,6086,6086
1993,9/8/2017,24.84,102.5,6114,6114
1994,9/9/2017,25.34,103.1,12085,6137
1995,9/10/2017,25.89,103.75,12751,6179
1996,9/11/2017,26.24,104.15,10025,5892
1997,9/12/2017,26.42,104.35,8072,5907
1998,9/13/2017,26.46,104.4,6551,5912
1999,9/14/2017,26.13,104.03,5396,9027
2000,9/15/2017,25.59,103.39,3588,9812
2001,9/16/2017,25.07,102.78,3991,9856
2002,9/17/2017,24.63,102.26,4004,5794
2003,9/18/2017,24.38,101.95,5561,8421
2004,9/19/2017,24.54,102.15,10248,8204
2005,9/20/2017,25.25,103,15160,5540
2006,9/21/2017,26.55,104.5,18937,3761
2007,9/22/2017,27.35,105.4,14018,5913
2008,9/23/2017,27.57,105.65,8673,5932
2009,9/24/2017,27.62,105.7,6590,5935
2010,9/25/2017,27.57,105.65,5547,5934
2011,9/26/2017,28.03,106.15,10252,4867
2012,9/27/2017,28.58,106.75,10006,3202
2013,9/28/2017,29.28,107.5,9832,1548
2014,9/29/2017,30.17,108.43,12010,1568
2015,9/30/2017,30.81,109.08,9046,1584
2016,10/1/2017,31.17,109.45,5998,1596
2017,10/2/2017,31.17,109.45,3766,3907
2018,10/3/2017,31.32,109.6,5583,3675
2019,10/4/2017,31.62,109.9,6187,2555
2020,10/5/2017,31.87,110.15,5671,2570
2021,10/6/2017,32.23,110.5,6892,2583
2022,10/7/2017,32.55,110.82,7540,3584
2023,10/8/2017,32.74,111,5900,3593
2024,10/9/2017,32.87,111.13,5365,3607
2025,10/10/2017,32.99,111.24,5127,3609
2026,10/11/2017,33.36,111.6,7794,3262
2027,10/12/2017,33.74,111.96,5855,1323
2028,10/13/2017,34.12,112.32,5161,534
2029,10/14/2017,34.45,112.63,4565,542
2030,10/15/2017,34.81,112.97,4948,554
2031,10/16/2017,35.19,113.32,5183,569
2032,10/17/2017,35.52,113.62,4569,578
2033,10/18/2017,35.52,113.62,4569,578
2034,10/19/2017,35.94,114,2439,596
2035,10/20/2017,36.05,114.1,2110,611
2036,10/21/2017,36.16,114.2,2110,611
2037,10/22/2017,36.23,114.26,1593,611
2038,10/23/2017,36.29,114.32,1593,611
2039,10/24/2017,36.21,114.24,863,1691
2040,10/25/2017,35.94,114,1620,4517
2041,10/26/2017,35.62,113.71,1440,4902
2042,10/27/2017,35.29,113.41,1402,4992
2043,10/28/2017,35.07,113.21,2755,5080
2044,10/29/2017,34.79,112.95,2005,5075
2045,10/30/2017,34.5,112.68,1924,5060
2046,10/31/2017,34.24,112.43,2116,5006
2047,11/1/2017,33.96,112.17,1929,4943
2048,11/2/2017,33.67,111.9,1792,4940
2049,11/3/2017,33.41,111.65,2070,4928
2050,11/4/2017,33.19,111.43,1977,4474
2051,11/5/2017,33.01,111.26,2117,4012
2052,11/6/2017,32.86,111.12,2478,4011
2053,11/7/2017,32.76,111.02,2961,4011
2054,11/8/2017,32.72,110.98,2428,2753
2055,11/9/2017,32.79,111.05,2312,1321
2056,11/10/2017,32.9,111.16,2691,1208
2057,11/11/2017,33.04,111.29,2932,1208
2058,11/12/2017,33.15,111.4,2692,1209
2059,11/13/2017,33.31,111.55,3178,1213
2060,11/14/2017,33.48,111.71,2957,873
2061,11/15/2017,33.62,111.85,2365,522
2062,11/16/2017,33.73,111.95,1883,522
2063,11/17/2017,33.82,112.04,1788,534
2064,11/18/2017,33.86,112.08,1191,537
2065,11/23/2017,33.2,111.44,1182,4524
2066,11/24/2017,32.83,111.09,798,4862
2067,11/25/2017,32.43,110.7,635,5100
2068,11/19/2017,33.9,112.11,1067,537
2069,11/20/2017,33.91,112.12,820,537
2070,11/21/2017,33.8,112.02,967,2043
2071,11/22/2017,33.5,111.73,1185,4532
2072,11/26/2017,32.02,110.3,534,5092
2073,11/27/2017,31.64,109.92,775,5076
2074,11/28/2017,31.25,109.53,727,5064
2075,11/29/2017,30.87,109.15,831,5052
2076,11/30/2017,30.51,108.78,894,4940
2077,12/1/2017,30.16,108.42,929,4834
2078,12/2/2017,29.87,108.12,1606,4826
2079,12/3/2017,29.69,107.93,1559,3529
2080,12/4/2017,29.52,107.75,1541,3371
2081,12/5/2017,29.42,107.64,2158,3221
2082,12/6/2017,29.33,107.55,2301,3146
2083,12/7/2017,29.39,107.61,1205,408
2084,12/8/2017,29.45,107.68,1315,408
2085,12/9/2017,29.49,107.72,987,408
2086,12/10/2017,29.52,107.75,877,408
2087,12/11/2017,29.55,107.78,877,408
2088,12/12/2017,29.58,107.81,877,408
2089,12/13/2017,29.59,107.82,658,408
2090,12/14/2017,29.61,107.84,768,408
2091,12/15/2017,29.61,107.84,549,408
2092,12/16/2017,29.61,107.85,658,408
2093,12/17/2017,29.61,107.84,439,408
2094,12/18/2017,29.59,107.82,330,408
2095,12/19/2017,29.57,107.8,330,408
2096,12/20/2017,29.57,107.8,330,408
2097,12/21/2017,29.29,107.51,393,3219
2098,12/22/2017,29.01,107.21,383,3537
2099,12/23/2017,28.7,106.88,354,3806
2100,12/24/2017,28.4,106.55,399,3798
2101,12/25/2017,28.09,106.22,391,3790
2102,12/26/2017,27.74,105.84,387,4279
2103,12/27/2017,27.39,105.45,328,4270
2104,12/28/2017,27.02,105.04,365,4515
2105,12/29/2017,26.63,104.59,297,4761
2106,12/30/2017,26.23,104.14,299,4754
2107,12/31/2017,25.83,103.68,273,4749
2108,1/29/2016,23.25,100.56,292,366
2109,1/30/2016,23.24,100.54,292,366
2110,1/31/2016,23.22,100.52,292,366
2111,2/1/2016,22.94,100.16,224,3422
2112,2/2/2016,22.65,99.8,265,3417
2113,2/3/2016,22.38,99.44,298,3414
2114,2/4/2016,22.09,99.07,308,3513
2115,2/5/2016,21.8,98.69,287,3512
2116,2/6/2016,21.52,98.31,302,3511
2117,2/7/2016,21.22,97.92,231,3510
2118,2/8/2016,20.94,97.53,300,3509
2119,2/9/2016,20.66,97.15,382,3507
2120,2/10/2016,20.37,96.75,317,3556
2121,2/11/2016,20.08,96.35,348,3555
2122,2/13/2016,19.52,95.55,431,3553
2123,2/14/2016,19.24,95.15,430,3552
2124,2/15/2016,18.97,94.75,477,3548
2125,2/16/2016,18.69,94.34,426,3544
2126,2/17/2016,18.42,93.93,439,3542
2127,2/18/2016,18.27,93.71,377,1963
2128,2/12/2016,19.8,95.95,357,3554
2129,2/19/2016,18.27,93.7,400,385
2130,2/20/2016,18.25,93.68,324,385
2131,2/21/2016,18.23,93.64,338,552
2132,2/22/2016,18.2,93.6,371,585
2133,2/23/2016,18.17,93.55,295,585
2134,2/24/2016,18.13,93.5,294,584
2135,2/25/2016,18.11,93.46,370,584
2136,3/1/2016,17.95,93.22,293,583
2137,3/2/2016,17.92,93.17,293,583
2138,2/26/2016,18.07,93.41,294,584
2139,2/27/2016,18.04,93.36,294,584
2140,2/28/2016,18.01,93.31,294,584
2141,2/29/2016,17.98,93.27,370,584
2142,3/3/2016,17.79,92.98,266,1612
2143,3/4/2016,17.58,92.65,291,2641
2144,3/5/2016,17.37,92.32,290,2640
2145,3/6/2016,17.11,91.92,281,3636
2146,3/7/2016,16.81,91.43,298,3735
2147,3/8/2016,16.51,90.94,306,3731
2148,3/9/2016,16.2,90.43,300,3777
2149,3/10/2016,15.89,89.92,313,3775
2150,3/11/2016,15.58,89.4,327,499
2151,3/12/2016,15.28,88.88,349,3771
2152,3/13/2016,15,88.38,306,3519
2153,3/14/2016,14.71,87.88,327,3517
2154,3/15/2016,14.43,87.36,268,3515
2155,3/16/2016,14.14,86.84,294,3511
2156,3/17/2016,13.87,86.33,323,3406
2157,3/18/2016,13.59,85.81,293,3405
2158,3/19/2016,13.32,85.29,350,3403
2159,3/20/2016,13.05,84.76,328,3400
2160,3/21/2016,12.77,84.22,316,3397
2161,3/22/2016,12.5,83.67,311,3395
2162,3/23/2016,12.36,83.38,296,1865
2163,3/24/2016,12.34,83.35,245,336
2164,3/25/2016,12.33,83.32,244,335
2165,4/1/2016,12.2,83.06,187,335
2166,3/26/2016,12.31,83.29,244,335
2167,3/27/2016,12.3,83.26,244,335
2168,3/28/2016,12.28,83.22,187,335
2169,3/29/2016,12.26,83.18,187,335
2170,3/30/2016,12.24,83.14,187,335
2171,3/31/2016,12.22,83.1,187,335
2172,4/2/2016,12.18,83.02,215,335
2173,4/3/2016,12.16,82.97,161,334
2174,4/4/2016,12.13,82.92,163,334
2175,4/5/2016,12.09,82.82,175,622
2176,4/6/2016,12.04,82.72,174,621
2177,4/7/2016,11.97,82.58,169,836
2178,4/8/2016,11.77,82.16,153,2364
2179,4/9/2016,11.59,81.78,180,2136
2180,4/10/2016,11.41,81.39,137,2121
2181,4/11/2016,11.31,81.17,128,1203
2182,4/12/2016,11.29,81.12,158,324
2183,4/13/2016,11.26,81.07,157,323
2184,4/14/2016,11.24,81.02,157,323
2185,4/15/2016,11.22,80.97,160,323
2186,4/16/2016,11.2,80.92,162,323
2187,4/17/2016,11.17,80.87,161,322
2188,4/18/2016,11.15,80.82,161,322
2189,4/19/2016,11.13,80.77,166,322
2190,4/20/2016,11.11,80.72,165,321
2191,4/21/2016,11.08,80.67,165,321
2192,4/22/2016,11.06,80.62,164,320
2193,4/23/2016,11.04,80.57,163,319
2194,4/24/2016,11.02,80.52,163,319
2195,4/25/2016,11,80.47,163,319
2196,4/26/2016,10.97,80.42,162,318
2197,4/27/2016,10.95,80.37,162,318
2198,4/28/2016,10.92,80.31,109,317
2199,4/29/2016,10.9,80.26,161,317
2200,4/30/2016,10.88,80.21,160,316
2201,5/1/2016,10.86,80.16,169,315
2202,5/2/2016,10.83,80.1,116,313
2203,5/3/2016,10.8,80.04,114,311
2204,5/4/2016,10.78,79.98,113,308
2205,5/5/2016,10.78,79.98,113,308
2206,5/6/2016,10.67,79.73,116,709
2207,5/7/2016,10.63,79.64,115,457
2208,5/8/2016,10.6,79.58,114,305
2209,5/9/2016,10.58,79.53,163,304
2210,5/10/2016,10.55,79.47,113,304
2211,5/11/2016,10.53,79.41,113,304
2212,5/12/2016,10.5,79.35,113,304
2213,5/13/2016,10.48,79.3,163,304
2214,5/14/2016,10.45,79.24,113,304
2215,5/15/2016,10.43,79.19,163,304
2216,5/16/2016,10.41,79.13,113,304
2217,5/17/2016,10.38,79.07,108,304
2218,5/18/2016,10.36,79.02,157,303
2219,5/19/2016,10.34,78.97,155,298
2220,5/20/2016,10.32,78.92,152,293
2221,5/21/2016,10.3,78.87,152,293
2222,5/22/2016,10.27,78.82,152,293
2223,5/23/2016,10.25,78.76,103,293
2224,5/24/2016,10.22,78.7,103,293
2225,5/25/2016,10.2,78.65,152,293
2226,5/26/2016,10.18,78.59,103,293
2227,5/27/2016,10.16,78.54,152,293
2228,5/28/2016,10.11,78.42,124,606
2229,5/29/2016,10.01,78.2,139,1107
2230,5/30/2016,9.88,77.88,166,1603
2231,5/31/2016,9.75,77.55,138,1594
2232,6/1/2016,9.62,77.23,176,1585
2233,6/2/2016,9.49,76.91,162,1576
2234,6/3/2016,9.44,76.78,173,689
2235,6/4/2016,9.42,76.74,184,289
2236,6/5/2016,9.41,76.7,184,289
2237,6/6/2016,9.39,76.65,138,289
2238,6/7/2016,9.37,76.6,138,289
2239,6/8/2016,9.35,76.56,184,289
2240,6/9/2016,9.33,76.52,184,289
2241,6/10/2016,9.32,76.48,184,289
2242,6/11/2016,9.26,76.32,156,808
2243,6/12/2016,9.14,76.03,174,1420
2244,6/13/2016,9.01,75.68,145,1614
2245,6/14/2016,8.81,75.16,160,2380
2246,6/15/2016,8.6,74.59,224,2608
2247,6/16/2016,8.39,74.04,317,2594
2248,6/17/2016,8.19,73.46,293,2625
2249,6/18/2016,7.99,72.92,495,2649
2250,6/19/2016,7.82,72.42,679,2612
2251,6/20/2016,7.65,71.93,721,2605
2252,6/21/2016,7.48,71.42,717,2622
2253,6/22/2016,7.31,70.9,679,2611
2254,6/23/2016,7.14,70.38,743,2621
2255,6/24/2016,6.98,69.86,767,2626
2256,6/25/2016,6.82,69.34,821,2631
2257,6/26/2016,6.81,69.33,924,903
2258,6/27/2016,6.85,69.45,1393,905
2259,6/28/2016,6.86,69.48,1510,1344
2260,6/29/2016,6.91,69.65,2126,1459
2261,6/30/2016,8.25,73.65,17264,1686
2262,7/1/2016,10.06,78.3,23435,2503
2263,7/2/2016,11.65,81.9,21339,2848
2264,7/3/2016,12.81,84.3,16191,2628
2265,7/4/2016,13.64,85.9,12275,2669
2266,7/5/2016,13.96,86.5,7624,2590
2267,7/6/2016,14.84,88.1,11653,2644
2268,7/7/2016,15.53,89.3,11423,3362
2269,7/8/2016,16,90.1,9185,3642
2270,7/9/2016,16.39,90.75,8347,3709
2271,7/10/2016,16.73,91.3,7746,3743
2272,7/11/2016,16.95,91.65,6381,3766
2273,7/12/2016,17.68,92.8,12242,3696
2274,7/13/2016,18.87,94.6,19575,5673
2275,7/14/2016,19.7,95.8,19761,10087
2276,7/15/2016,20.16,96.45,14679,9245
2277,7/16/2016,20.51,96.95,11960,7721
2278,7/17/2016,20.77,97.3,10086,7017
2279,7/18/2016,21.02,97.65,9467,6387
2280,7/19/2016,21.13,97.8,7619,6237
2281,7/20/2016,21.22,97.91,6766,5732
2282,7/21/2016,21.47,98.25,8548,5501
2283,7/22/2016,21.67,98.52,8545,6087
2284,7/23/2016,21.81,98.7,7550,5877
2285,7/24/2016,22.11,99.1,9551,5935
2286,7/25/2016,22.25,99.28,7711,5994
2287,7/26/2016,22.42,99.5,7730,5655
2288,7/27/2016,22.5,99.6,6684,5683
2289,7/28/2016,22.54,99.65,5811,5257
2290,7/29/2016,22.5,99.6,7262,7603
2291,7/30/2016,22.28,99.31,5937,8427
2292,7/31/2016,21.98,98.93,4465,7746
2293,8/1/2016,21.76,98.63,4180,6693
2294,8/2/2016,21.52,98.32,4349,6940
2295,8/3/2016,21.24,97.95,4342,7619
2296,8/4/2016,20.93,97.52,4119,7660
2297,8/5/2016,20.69,97.19,5072,7764
2298,8/6/2016,20.66,97.15,7515,7745
2299,8/7/2016,20.86,97.42,9507,7106
2300,8/8/2016,20.86,97.43,7077,6882
2301,8/9/2016,20.85,97.41,7815,7874
2302,8/10/2016,20.99,97.6,9603,7880
2303,8/11/2016,21.1,97.75,9388,8004
2304,8/12/2016,21.06,97.7,7694,8009
2305,8/13/2016,21,97.61,7347,8001
2306,8/14/2016,20.91,97.49,7049,7988
2307,8/15/2016,20.78,97.31,6556,7974
2308,8/16/2016,20.66,97.15,6805,8053
2309,8/17/2016,20.62,97.1,7722,8037
2310,8/18/2016,20.86,97.43,10968,8056
2311,8/19/2016,21.01,97.63,12008,10200
2312,8/20/2016,21.01,97.63,11008,10906
2313,8/21/2016,20.81,97.36,8698,10888
2314,8/22/2016,20.48,96.9,7022,10803
2315,8/23/2016,20.06,96.31,5903,10680
2316,8/24/2016,19.51,95.54,4297,10463
2317,8/25/2016,18.98,94.76,4175,10305
2318,8/26/2016,18.6,94.2,5838,10131
2319,8/27/2016,18.22,93.63,5651,9946
2320,8/28/2016,17.92,93.18,6455,9794
2321,8/29/2016,17.66,92.78,6810,9688
2322,8/30/2016,17.46,92.47,7373,9583
2323,8/31/2016,17.54,92.58,8605,7701
2324,9/1/2016,17.68,92.8,4347,2636
2325,9/2/2016,17.82,93.03,3603,1796
2326,9/3/2016,17.96,93.24,3534,1835
2327,9/4/2016,18.09,93.44,3475,1852
2328,9/5/2016,18.23,93.64,3491,1868
2329,9/6/2016,18.28,93.72,2586,1879
2330,9/7/2016,17.97,93.25,2004,5488
2331,9/8/2016,17.09,91.88,2645,12732
2332,9/9/2016,16.68,91.22,12470,17133
2333,9/10/2016,16.28,90.57,12614,17117
2334,9/11/2016,15.82,89.8,11847,17104
2335,9/12/2016,15.38,89.05,11875,16883
2336,9/13/2016,15.04,88.45,9847,13730
2337,9/14/2016,14.64,87.75,8291,12777
2338,9/15/2016,14.23,87,8055,12775
2339,9/16/2016,13.74,86.1,7167,12681
2340,9/17/2016,13.25,85.15,6297,12598
2341,9/18/2016,12.94,84.55,7334,10798
2342,9/19/2016,12.71,84.1,6985,9545
2343,9/20/2016,13.04,84.75,6074,2192
2344,9/21/2016,13.53,85.7,6021,256
2345,9/22/2016,13.98,86.55,5569,260
2346,9/23/2016,14.31,87.15,4102,264
2347,9/24/2016,14.45,87.4,1952,268
2348,9/25/2016,14.53,87.55,1312,269
2349,9/26/2016,14.6,87.68,1185,270
2350,9/27/2016,14.84,88.1,3063,271
2351,9/28/2016,15.06,88.5,2995,271
2352,9/29/2016,15.35,89,3656,273
2353,9/30/2016,15.55,89.35,2740,274
2354,10/1/2016,15.64,89.5,1381,274
2355,10/2/2016,15.7,89.6,1062,275
2356,10/3/2016,15.76,89.7,1063,276
2357,10/4/2016,15.53,89.31,877,3419
2358,10/5/2016,14.95,88.3,2044,8662
2359,10/6/2016,14.56,87.6,4222,8659
2360,10/7/2016,14.15,86.85,4619,9292
2361,10/8/2016,13.64,85.9,4034,9821
2362,10/9/2016,13.19,85.05,4593,9625
2363,10/10/2016,12.54,83.75,4059,11545
2364,10/11/2016,12.1,82.85,3111,8110
2365,10/12/2016,11.91,82.45,2290,4407
2366,10/13/2016,11.58,81.75,1294,5024
2367,10/14/2016,11.42,81.4,1635,3422
2368,10/15/2016,11.29,81.12,1014,2426
2369,10/16/2016,11.36,81.28,1179,239
2370,10/17/2016,11.42,81.4,966,240
2371,10/18/2016,11.49,81.55,1127,240
2372,10/19/2016,11.55,81.69,1074,241
2373,10/20/2016,11.62,81.84,1128,242
2374,10/21/2016,11.68,81.96,969,242
2375,10/22/2016,11.71,82.04,763,242
2376,10/23/2016,11.74,82.1,661,242
2377,10/24/2016,11.76,82.13,496,243
2378,10/25/2016,11.57,81.74,694,2714
2379,10/26/2016,11.1,80.7,336,5764
2380,10/27/2016,10.58,79.54,274,6133
2381,10/28/2016,10.06,78.3,339,6377
2382,10/29/2016,9.56,77.08,515,6232
2383,10/30/2016,9.14,76.03,1451,6179
2384,10/31/2016,9.48,76.9,4246,206
2385,11/1/2016,10.04,78.25,6724,242
2386,11/2/2016,10.74,79.9,8485,252
2387,11/3/2016,11.23,81,6017,263
2388,11/4/2016,11.53,81.65,3820,275
2389,11/5/2016,11.63,81.85,1417,379
2390,11/6/2016,11.66,81.92,722,279
2391,11/7/2016,11.69,82,776,279
2392,11/8/2016,11.73,82.08,791,279
2393,11/9/2016,11.77,82.16,792,280
2394,11/10/2016,11.79,82.2,622,330
2395,11/11/2016,11.53,81.64,543,3500
2396,11/12/2016,11.01,80.5,289,6235
2397,11/13/2016,10.55,79.45,645,5934
2398,11/14/2016,10.06,78.3,410,6012
2399,11/15/2016,9.65,77.3,1399,6094
2400,11/16/2016,9.48,76.88,1248,3149
2401,11/17/2016,9.55,77.06,1130,240
2402,11/18/2016,9.62,77.23,1102,240
2403,11/19/2016,9.68,77.38,1008,240
2404,11/20/2016,9.74,77.52,962,241
2405,11/21/2016,9.79,77.65,915,241
2406,11/22/2016,9.83,77.76,821,241
2407,11/23/2016,9.87,77.86,774,241
2408,11/24/2016,9.91,77.95,726,241
2409,11/25/2016,9.95,78.05,783,242
2410,11/26/2016,9.99,78.15,791,242
2411,11/27/2016,10.03,78.24,743,242
2412,11/28/2016,10.07,78.33,743,242
2413,11/29/2016,10.1,78.41,694,242
2414,11/30/2016,10.14,78.5,743,242
2415,12/1/2016,10.17,78.56,593,243
2416,12/2/2016,10.19,78.61,550,243
2417,12/3/2016,10.2,78.65,501,243
2418,12/4/2016,10.22,78.68,452,243
2419,12/5/2016,10.23,78.71,452,243
2420,12/6/2016,10.24,78.73,403,243
2421,12/7/2016,10.24,78.74,355,243
2422,12/8/2016,10.25,78.75,355,243
2423,12/9/2016,10.25,78.75,306,243
2424,12/10/2016,10.24,78.74,258,243
2425,12/11/2016,10.24,78.74,306,243
2426,12/12/2016,10.24,78.73,257,243
2427,12/13/2016,10.23,78.72,258,243
2428,12/14/2016,10.27,78.82,793,243
2429,12/15/2016,10.3,78.88,598,243
2430,12/16/2016,10.31,78.9,403,243
2431,12/17/2016,10.33,78.94,501,243
2432,12/18/2016,10.35,79,601,246
2433,12/19/2016,10.38,79.07,669,253
2434,12/20/2016,10.41,79.13,615,254
2435,12/21/2016,10.44,79.2,665,254
2436,12/22/2016,10.46,79.25,565,254
2437,12/23/2016,10.48,79.3,565,254
2438,12/24/2016,10.5,79.34,514,254
2439,12/25/2016,10.52,79.39,565,254
2440,12/26/2016,10.54,79.43,514,254
2441,12/27/2016,10.55,79.46,464,254
2442,12/28/2016,10.55,79.47,364,254
2443,12/29/2016,10.55,79.47,314,254
2444,12/30/2016,10.56,79.48,364,254
2445,12/31/2016,10.56,79.48,314,254
2446,1/22/2015,36.91,114.87,1214,4196
2447,1/23/2015,36.61,114.6,843,4181
2448,1/24/2015,36.27,114.3,949,4675
2449,1/25/2015,35.96,114.02,1193,4660
2450,1/26/2015,35.67,113.76,1505,4645
